bls_code,nest_id,ind_descr,T,T_descr,D,D_descr,SS,SS_descr,S,S_descr,N3D,N3D_descr,N4D,N4D_descr,N5D,N5D_descr,N6D,N6D_descr,parent,parent_descr
1124,10111124,Sheep and Goat Farming,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1124,Sheep and Goat Farming,,,,,112,Animal Production and Aquaculture
1125,10111125,Aquaculture,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1125,Aquaculture,,,,,112,Animal Production and Aquaculture
1129,10111129,Other Animal Production,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1129,Other Animal Production,,,,,112,Animal Production and Aquaculture
1131,10111131,Timber Tract Operations,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1131,Timber Tract Operations,,,,,113,Forestry and Logging
1132,10111132,Forest Nurseries and Gathering of Forest Products,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1132,Forest Nurseries and Gathering of Forest Products,,,,,113,Forestry and Logging
1133,10111133,Logging,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1133,Logging,,,,,113,Forestry and Logging
1141,10111141,Fishing,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1141,Fishing,,,,,114,"Fishing, Hunting and Trapping"
1142,10111142,Hunting and Trapping,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1142,Hunting and Trapping,,,,,114,"Fishing, Hunting and Trapping"
1151,10111151,Support Activities for Crop Production,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,,,,,115,Support Activities for Agriculture and Forestry
1152,10111152,Support Activities for Animal Production,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1152,Support Activities for Animal Production,,,,,115,Support Activities for Agriculture and Forestry
1153,10111153,Support Activities for Forestry,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1153,Support Activities for Forestry,,,,,115,Support Activities for Agriculture and Forestry
2111,10112111,Oil and Gas Extraction,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",211,Oil and Gas Extraction,2111,Oil and Gas Extraction,,,,,211,Oil and Gas Extraction
2121,10112121,Coal Mining,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,,,,,212,Mining (except Oil and Gas)
2122,10112122,Metal Ore Mining,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,,,,,212,Mining (except Oil and Gas)
2123,10112123,Nonmetallic Mineral Mining and Quarrying,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,,,,,212,Mining (except Oil and Gas)
2131,10112131,Support Activities for Mining,10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,,,,,213,Support Activities for Mining
2211,10212211,"Electric Power Generation, Transmission and Distribution",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",,,,,221,Utilities 
2212,10212212,Natural Gas Distribution ,10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2212,Natural Gas Distribution ,,,,,221,Utilities 
2213,10212213,"Water, Sewage and Other Systems ",10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2213,"Water, Sewage and Other Systems ",,,,,221,Utilities 
2361,10122361,Residential Building Construction,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,,,,,236,Construction of Buildings
2362,10122362,Nonresidential Building Construction,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,,,,,236,Construction of Buildings
2371,10122371,Utility System Construction,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,237,Heavy and Civil Engineering Construction,2371,Utility System Construction,,,,,237,Heavy and Civil Engineering Construction
2372,10122372,Land Subdivision,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,237,Heavy and Civil Engineering Construction,2372,Land Subdivision,,,,,237,Heavy and Civil Engineering Construction
2373,10122373,"Highway, Street, and Bridge Construction",10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,237,Heavy and Civil Engineering Construction,2373,"Highway, Street, and Bridge Construction",,,,,237,Heavy and Civil Engineering Construction
2379,10122379,Other Heavy and Civil Engineering Construction,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,237,Heavy and Civil Engineering Construction,2379,Other Heavy and Civil Engineering Construction,,,,,237,Heavy and Civil Engineering Construction
2381,10122381,"Foundation, Structure, and Building Exterior Contractors",10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,238,Specialty Trade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",,,,,238,Specialty Trade Contractors
2382,10122382,Building Equipment Contractors,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,,,,,238,Specialty Trade Contractors
2383,10122383,Building Finishing Contractors,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,238,Specialty Trade Contractors,2383,Building Finishing Contractors,,,,,238,Specialty Trade Contractors
2389,10122389,Other Specialty Trade Contractors,10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,238,Specialty Trade Contractors,2389,Other Specialty Trade Contractors,,,,,238,Specialty Trade Contractors
3111,10133111,Animal Food Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3111,Animal Food Manufacturing,,,,,311,Food Manufacturing
3112,10133112,Grain and Oilseed Milling,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3112,Grain and Oilseed Milling,,,,,311,Food Manufacturing
3113,10133113,Sugar and Confectionery Product Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,,,,,311,Food Manufacturing
3114,10133114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,,,,,311,Food Manufacturing
3115,10133115,Dairy Product Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,,,,,311,Food Manufacturing
3116,10133116,Animal Slaughtering and Processing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3116,Animal Slaughtering and Processing,,,,,311,Food Manufacturing
3117,10133117,Seafood Product Preparation and Packaging,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3117,Seafood Product Preparation and Packaging,,,,,311,Food Manufacturing
3118,10133118,Bakeries and Tortilla Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,,,,,311,Food Manufacturing
3119,10133119,Other Food Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,,,,,311,Food Manufacturing
3121,10133121,Beverage Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,,,,,312,Beverage and Tobacco Product Manufacturing
3122,10133122,Tobacco Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3122,Tobacco Manufacturing,,,,,312,Beverage and Tobacco Product Manufacturing
3131,10133131,"Fiber, Yarn, and Thread Mills",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3131,"Fiber, Yarn, and Thread Mills",,,,,313,Textile Mills
3132,10133132,Fabric Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3132,Fabric Mills,,,,,313,Textile Mills
3133,10133133,Textile and Fabric Finishing and Fabric Coating Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3133,Textile and Fabric Finishing and Fabric Coating Mills,,,,,313,Textile Mills
3141,10133141,Textile Furnishings Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3141,Textile Furnishings Mills,,,,,314,Textile Product Mills
3149,10133149,Other Textile Product Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3149,Other Textile Product Mills,,,,,314,Textile Product Mills
3151,10133151,Apparel Knitting Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,315,Apparel Manufacturing,3151,Apparel Knitting Mills,,,,,315,Apparel Manufacturing
3152,10133152,Cut and Sew Apparel Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,315,Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,,,,,315,Apparel Manufacturing
3159,10133159,Apparel Accessories and Other Apparel Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,315,Apparel Manufacturing,3159,Apparel Accessories and Other Apparel Manufacturing,,,,,315,Apparel Manufacturing
3161,10133161,Leather and Hide Tanning and Finishing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,316,Leather and Allied Product Manufacturing,3161,Leather and Hide Tanning and Finishing,,,,,316,Leather and Allied Product Manufacturing
3162,10133162,Footwear Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,316,Leather and Allied Product Manufacturing,3162,Footwear Manufacturing,,,,,316,Leather and Allied Product Manufacturing
3169,10133169,Other Leather and Allied Product Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,316,Leather and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,,,,,316,Leather and Allied Product Manufacturing
3211,10133211,Sawmills and Wood Preservation,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,321,Wood Product Manufacturing,3211,Sawmills and Wood Preservation,,,,,321,Wood Product Manufacturing
3212,10133212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,321,Wood Product Manufacturing,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",,,,,321,Wood Product Manufacturing
3219,10133219,Other Wood Product Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,321,Wood Product Manufacturing,3219,Other Wood Product Manufacturing,,,,,321,Wood Product Manufacturing
